Accession_number	Start	End	Prediction_method
NC_007778.1	1570000	1582500	alien_hunter
NC_007778.1	1602500	1607500	alien_hunter
NC_007778.1	1622500	1627500	alien_hunter
NC_007778.1	1657500	1665000	alien_hunter
NC_007778.1	1690000	1697500	alien_hunter
NC_007778.1	1715000	1732500	alien_hunter
NC_007778.1	1735000	1752500	alien_hunter
NC_007778.1	1790000	1800000	alien_hunter
NC_007778.1	1807500	1812500	alien_hunter
NC_007778.1	1835000	1872500	alien_hunter
NC_007778.1	1915000	1920000	alien_hunter
NC_007778.1	1930000	1935000	alien_hunter
NC_007778.1	1960000	1965000	alien_hunter
NC_007778.1	1997500	2002500	alien_hunter
NC_007778.1	2047500	2055000	alien_hunter
NC_007778.1	2090000	2097500	alien_hunter
NC_007778.1	2100000	2107500	alien_hunter
NC_007778.1	2215000	2222500	alien_hunter
NC_007778.1	2227500	2232500	alien_hunter
NC_007778.1	2305000	2315000	alien_hunter
NC_007778.1	2402500	2410000	alien_hunter
NC_007778.1	2430000	2445000	alien_hunter
NC_007778.1	2462500	2472500	alien_hunter
NC_007778.1	2477500	2512500	alien_hunter
NC_007778.1	2520000	2532500	alien_hunter
NC_007778.1	2535000	2542500	alien_hunter
NC_007778.1	2547500	2555000	alien_hunter
NC_007778.1	2572500	2595000	alien_hunter
NC_007778.1	2602500	2607500	alien_hunter
NC_007778.1	2625000	2642500	alien_hunter
NC_007778.1	2647500	2662500	alien_hunter
NC_007778.1	2677500	2685000	alien_hunter
NC_007778.1	2717500	2722500	alien_hunter
NC_007778.1	2772500	2780000	alien_hunter
NC_007778.1	2795000	2802500	alien_hunter
NC_007778.1	2815000	2820000	alien_hunter
NC_007778.1	2832500	2840000	alien_hunter
NC_007778.1	2842500	2850000	alien_hunter
NC_007778.1	2862500	2872500	alien_hunter
NC_007778.1	2880000	2915000	alien_hunter
NC_007778.1	2935000	2945000	alien_hunter
NC_007778.1	2950000	2957500	alien_hunter
NC_007778.1	2962500	2970000	alien_hunter
NC_007778.1	3010000	3017500	alien_hunter
NC_007778.1	3022500	3027500	alien_hunter
NC_007778.1	3030000	3035000	alien_hunter
NC_007778.1	3072500	3077500	alien_hunter
NC_007778.1	3100000	3107500	alien_hunter
NC_007778.1	3145000	3150000	alien_hunter
NC_007778.1	3180000	3187500	alien_hunter
NC_007778.1	3212500	3217500	alien_hunter
NC_007778.1	3295000	3300000	alien_hunter
NC_007778.1	3332500	3337500	alien_hunter
NC_007778.1	3350000	3362500	alien_hunter
NC_007778.1	3390000	3397500	alien_hunter
NC_007778.1	3457500	3510000	alien_hunter
NC_007778.1	3517500	3522500	alien_hunter
NC_007778.1	3552500	3572500	alien_hunter
NC_007778.1	3695000	3705000	alien_hunter
NC_007778.1	3707500	3712500	alien_hunter
NC_007778.1	3742500	3747500	alien_hunter
NC_007778.1	3762500	3772500	alien_hunter
NC_007778.1	3777500	3810000	alien_hunter
NC_007778.1	3837500	3842500	alien_hunter
NC_007778.1	3972500	3992500	alien_hunter
NC_007778.1	4037500	4047500	alien_hunter
NC_007778.1	4055000	4062500	alien_hunter
NC_007778.1	4067500	4072500	alien_hunter
NC_007778.1	4192500	4197500	alien_hunter
NC_007778.1	4200000	4207500	alien_hunter
NC_007778.1	4232500	4240000	alien_hunter
NC_007778.1	4257500	4265000	alien_hunter
NC_007778.1	4282500	4290000	alien_hunter
NC_007778.1	4295000	4302500	alien_hunter
NC_007778.1	4317500	4322500	alien_hunter
NC_007778.1	4325000	4337500	alien_hunter
NC_007778.1	4350000	4357500	alien_hunter
NC_007778.1	4377500	4382500	alien_hunter
NC_007778.1	4390000	4397500	alien_hunter
NC_007778.1	4470000	4482500	alien_hunter
NC_007778.1	4527500	4532500	alien_hunter
NC_007778.1	4547500	4552500	alien_hunter
NC_007778.1	4560000	4565000	alien_hunter
NC_007778.1	4640000	4645000	alien_hunter
NC_007778.1	4672500	4687500	alien_hunter
NC_007778.1	4697500	4707500	alien_hunter
NC_007778.1	4725000	4730000	alien_hunter
NC_007778.1	4817500	4830000	alien_hunter
NC_007778.1	4832500	4840000	alien_hunter
NC_007778.1	4867500	4875000	alien_hunter
NC_007778.1	5025000	5037500	alien_hunter
NC_007778.1	5082500	5092500	alien_hunter
NC_007778.1	5100000	5105000	alien_hunter
NC_007778.1	5107500	5115000	alien_hunter
NC_007778.1	5152500	5157500	alien_hunter
NC_007778.1	5177500	5182500	alien_hunter
NC_007778.1	5242500	5247500	alien_hunter
NC_004722.1	5000	17500	alien_hunter
NC_004722.1	25000	37500	alien_hunter
NC_004722.1	80000	100000	alien_hunter
NC_004722.1	107500	142500	alien_hunter
NC_004722.1	147500	160000	alien_hunter
NC_004722.1	240000	252500	alien_hunter
NC_004722.1	257500	280000	alien_hunter
NC_004722.1	282500	307500	alien_hunter
NC_004722.1	425000	432500	alien_hunter
NC_004722.1	507500	520000	alien_hunter
NC_004722.1	695000	700000	alien_hunter
NC_004722.1	715000	727500	alien_hunter
NC_004722.1	867500	872500	alien_hunter
NC_004722.1	897500	902500	alien_hunter
NC_004722.1	907500	915000	alien_hunter
NC_004722.1	922500	937500	alien_hunter
NC_004722.1	940000	947500	alien_hunter
NC_004722.1	970000	975000	alien_hunter
NC_004722.1	997500	1002500	alien_hunter
NC_004722.1	1015000	1020000	alien_hunter
NC_004722.1	1037500	1047500	alien_hunter
NC_004722.1	1082500	1090000	alien_hunter
NC_004722.1	1117500	1125000	alien_hunter
NC_004722.1	1222500	1232500	alien_hunter
NC_004722.1	1235000	1250000	alien_hunter
NC_004722.1	1352500	1357500	alien_hunter
NC_004722.1	1362500	1367500	alien_hunter
NC_004722.1	1540000	1555000	alien_hunter
NC_004722.1	1610000	1620000	alien_hunter
NC_004722.1	1807500	1822500	alien_hunter
NC_004722.1	1830000	1850000	alien_hunter
NC_004722.1	1857500	1865000	alien_hunter
NC_004722.1	2032500	2037500	alien_hunter
NC_004722.1	2060000	2065000	alien_hunter
NC_004722.1	2320000	2330000	alien_hunter
NC_004722.1	2355000	2362500	alien_hunter
NC_004722.1	2397500	2417500	alien_hunter
NC_004722.1	2420000	2427500	alien_hunter
NC_004722.1	2535000	2542500	alien_hunter
NC_004722.1	2555000	2562500	alien_hunter
NC_004722.1	2587500	2592500	alien_hunter
NC_004722.1	2605000	2632500	alien_hunter
NC_004722.1	2652500	2657500	alien_hunter
NC_004722.1	3092500	3097500	alien_hunter
NC_004722.1	3105000	3110000	alien_hunter
NC_004722.1	3132500	3137500	alien_hunter
NC_004722.1	3152500	3160000	alien_hunter
NC_004722.1	3215000	3225000	alien_hunter
NC_004722.1	3252500	3270000	alien_hunter
NC_004722.1	3305000	3315000	alien_hunter
NC_004722.1	3465000	3495000	alien_hunter
NC_004722.1	3510000	3517500	alien_hunter
NC_004722.1	3620000	3625000	alien_hunter
NC_004722.1	3660000	3665000	alien_hunter
NC_004722.1	3675000	3682500	alien_hunter
NC_004722.1	3785000	3792500	alien_hunter
NC_004722.1	3800000	3807500	alien_hunter
NC_004722.1	3820000	3825000	alien_hunter
NC_004722.1	3862500	3872500	alien_hunter
NC_004722.1	3945000	3952500	alien_hunter
NC_004722.1	4120000	4127500	alien_hunter
NC_004722.1	4250000	4257500	alien_hunter
NC_004722.1	4332500	4342500	alien_hunter
NC_004722.1	4345000	4350000	alien_hunter
NC_004722.1	4352500	4357500	alien_hunter
NC_004722.1	4375000	4380000	alien_hunter
NC_004722.1	4387500	4397500	alien_hunter
NC_004722.1	4422500	4427500	alien_hunter
NC_004722.1	4432500	4437500	alien_hunter
NC_004722.1	4472500	4477500	alien_hunter
NC_004722.1	4495000	4510000	alien_hunter
NC_004722.1	4517500	4522500	alien_hunter
NC_004722.1	4545000	4550000	alien_hunter
NC_004722.1	4595000	4605000	alien_hunter
NC_004722.1	4620000	4630000	alien_hunter
NC_004722.1	4655000	4665000	alien_hunter
NC_004722.1	4667500	4672500	alien_hunter
NC_004722.1	4765000	4770000	alien_hunter
NC_004722.1	4772500	4782500	alien_hunter
NC_004722.1	4800000	4810000	alien_hunter
NC_004722.1	4835000	4847500	alien_hunter
NC_004722.1	4882500	4892500	alien_hunter
NC_004722.1	4902500	4910000	alien_hunter
NC_004722.1	4935000	4940000	alien_hunter
NC_004722.1	4980000	4997500	alien_hunter
NC_004722.1	5007500	5045000	alien_hunter
NC_004722.1	5047500	5052500	alien_hunter
NC_004722.1	5062500	5070000	alien_hunter
NC_004722.1	5127500	5135000	alien_hunter
NC_004722.1	5152500	5157500	alien_hunter
NC_004722.1	5175000	5182500	alien_hunter
NC_004722.1	5200000	5212500	alien_hunter
NC_004722.1	5215000	5222500	alien_hunter
NC_004722.1	5235000	5242500	alien_hunter
NC_004722.1	5247500	5255000	alien_hunter
NC_004722.1	5272500	5277500	alien_hunter
NC_009074.1	90000	112500	alien_hunter
NC_009074.1	130000	137500	alien_hunter
NC_009074.1	255000	262500	alien_hunter
NC_009074.1	567500	575000	alien_hunter
NC_009074.1	615000	620000	alien_hunter
NC_009074.1	780000	787500	alien_hunter
NC_009074.1	935000	940000	alien_hunter
NC_009074.1	1087500	1107500	alien_hunter
NC_009074.1	1162500	1167500	alien_hunter
NC_009074.1	1267500	1275000	alien_hunter
NC_009074.1	1292500	1305000	alien_hunter
NC_009074.1	1327500	1332500	alien_hunter
NC_009074.1	1462500	1467500	alien_hunter
NC_009074.1	1475000	1495000	alien_hunter
NC_009074.1	1547500	1552500	alien_hunter
NC_009074.1	1560000	1570000	alien_hunter
NC_009074.1	1667500	1672500	alien_hunter
NC_009074.1	1685000	1690000	alien_hunter
NC_009074.1	1692500	1707500	alien_hunter
NC_009074.1	1712500	1717500	alien_hunter
NC_009074.1	1737500	1742500	alien_hunter
NC_009074.1	1822500	1827500	alien_hunter
NC_009074.1	1965000	1972500	alien_hunter
NC_009074.1	2007500	2015000	alien_hunter
NC_009074.1	2020000	2025000	alien_hunter
NC_009074.1	2032500	2037500	alien_hunter
NC_009074.1	2120000	2142500	alien_hunter
NC_009074.1	2300000	2305000	alien_hunter
NC_009074.1	2312500	2322500	alien_hunter
NC_009074.1	2575000	2580000	alien_hunter
NC_009074.1	2627500	2632500	alien_hunter
NC_009074.1	2755000	2760000	alien_hunter
NC_009074.1	2895000	2902500	alien_hunter
NC_009074.1	2917500	2932500	alien_hunter
NC_009074.1	2975000	3002500	alien_hunter
NC_009074.1	3032500	3047500	alien_hunter
NC_009074.1	3057500	3065000	alien_hunter
NC_009074.1	3170000	3195000	alien_hunter
NC_009074.1	3320000	3325000	alien_hunter
NC_009074.1	3412500	3435000	alien_hunter
NC_009074.1	3470000	3480000	alien_hunter
NC_009074.1	3560000	3577500	alien_hunter
NC_009074.1	3642500	3690000	alien_hunter
NC_009074.1	3715000	3722500	alien_hunter
NC_009074.1	3727500	3735000	alien_hunter
NC_009074.1	3762500	3767500	alien_hunter
NC_009074.1	3770000	3775000	alien_hunter
NC_009074.1	3795000	3817500	alien_hunter
NC_009074.1	3870000	3887500	alien_hunter
NC_008390.1	2500	25000	alien_hunter
NC_008390.1	100000	107500	alien_hunter
NC_008390.1	237500	250000	alien_hunter
NC_008390.1	287500	310000	alien_hunter
NC_008390.1	315000	335000	alien_hunter
NC_008390.1	367500	372500	alien_hunter
NC_008390.1	400000	407500	alien_hunter
NC_008390.1	412500	425000	alien_hunter
NC_008390.1	475000	480000	alien_hunter
NC_008390.1	500000	510000	alien_hunter
NC_008390.1	822500	847500	alien_hunter
NC_008390.1	850000	855000	alien_hunter
NC_008390.1	947500	952500	alien_hunter
NC_008390.1	990000	1007500	alien_hunter
NC_008390.1	1110000	1115000	alien_hunter
NC_008390.1	1147500	1155000	alien_hunter
NC_008390.1	1297500	1312500	alien_hunter
NC_008390.1	1317500	1327500	alien_hunter
NC_008390.1	1492500	1497500	alien_hunter
NC_008390.1	1540000	1547500	alien_hunter
NC_008390.1	1592500	1597500	alien_hunter
NC_008390.1	1615000	1622500	alien_hunter
NC_008390.1	1885000	1892500	alien_hunter
NC_008390.1	2022500	2037500	alien_hunter
NC_008390.1	2045000	2050000	alien_hunter
NC_008390.1	2055000	2075000	alien_hunter
NC_008390.1	2100000	2107500	alien_hunter
NC_008390.1	2160000	2182500	alien_hunter
NC_008390.1	2185000	2200000	alien_hunter
NC_008390.1	2210000	2217500	alien_hunter
NC_008390.1	2452500	2462500	alien_hunter
NC_008390.1	2485000	2497500	alien_hunter
NC_008390.1	2510000	2515000	alien_hunter
NC_008390.1	2647500	2682500	alien_hunter
NC_008390.1	3115000	3120000	alien_hunter
NC_008390.1	3125000	3130000	alien_hunter
NC_008390.1	3302500	3307500	alien_hunter
NC_008390.1	3467500	3487500	alien_hunter
NC_003198.1	15000	20000	alien_hunter
NC_003198.1	30000	40000	alien_hunter
NC_003198.1	92500	97500	alien_hunter
NC_003198.1	180000	185000	alien_hunter
NC_003198.1	287500	295000	alien_hunter
NC_003198.1	302500	307500	alien_hunter
NC_003198.1	320000	362500	alien_hunter
NC_003198.1	382500	392500	alien_hunter
NC_003198.1	415000	420000	alien_hunter
NC_003198.1	600000	612500	alien_hunter
NC_003198.1	650000	655000	alien_hunter
NC_003198.1	757500	770000	alien_hunter
NC_003198.1	962500	970000	alien_hunter
NC_003198.1	1002500	1007500	alien_hunter
NC_003198.1	1012500	1017500	alien_hunter
NC_003198.1	1047500	1055000	alien_hunter
NC_003198.1	1082500	1092500	alien_hunter
NC_003198.1	1125000	1135000	alien_hunter
NC_003198.1	1137500	1142500	alien_hunter
NC_003198.1	1312500	1325000	alien_hunter
NC_003198.1	1342500	1350000	alien_hunter
NC_003198.1	1362500	1367500	alien_hunter
NC_003198.1	1382500	1392500	alien_hunter
NC_003198.1	1410000	1417500	alien_hunter
NC_003198.1	1452500	1460000	alien_hunter
NC_003198.1	1465000	1480000	alien_hunter
NC_003198.1	1540000	1572500	alien_hunter
NC_003198.1	1622500	1652500	alien_hunter
NC_003198.1	1697500	1705000	alien_hunter
NC_003198.1	1760000	1767500	alien_hunter
NC_003198.1	1775000	1792500	alien_hunter
NC_003198.1	1872500	1892500	alien_hunter
NC_003198.1	1910000	1935000	alien_hunter
NC_003198.1	2115000	2137500	alien_hunter
NC_003198.1	2145000	2150000	alien_hunter
NC_003198.1	2187500	2200000	alien_hunter
NC_003198.1	2207500	2215000	alien_hunter
NC_003198.1	2302500	2312500	alien_hunter
NC_003198.1	2332500	2340000	alien_hunter
NC_003198.1	2460000	2467500	alien_hunter
NC_003198.1	2525000	2537500	alien_hunter
NC_003198.1	2582500	2587500	alien_hunter
NC_003198.1	2592500	2597500	alien_hunter
NC_003198.1	2600000	2612500	alien_hunter
NC_003198.1	2630000	2635000	alien_hunter
NC_003198.1	2710000	2720000	alien_hunter
NC_003198.1	2745000	2755000	alien_hunter
NC_003198.1	2762500	2767500	alien_hunter
NC_003198.1	2777500	2785000	alien_hunter
NC_003198.1	2862500	2880000	alien_hunter
NC_003198.1	2890000	2900000	alien_hunter
NC_003198.1	2932500	2937500	alien_hunter
NC_003198.1	2952500	2960000	alien_hunter
NC_003198.1	3042500	3062500	alien_hunter
NC_003198.1	3132500	3142500	alien_hunter
NC_003198.1	3145000	3152500	alien_hunter
NC_003198.1	3277500	3282500	alien_hunter
NC_003198.1	3370000	3375000	alien_hunter
NC_003198.1	3415000	3425000	alien_hunter
NC_003198.1	3515000	3520000	alien_hunter
NC_003198.1	3522500	3537500	alien_hunter
NC_003198.1	3542500	3547500	alien_hunter
NC_003198.1	3550000	3560000	alien_hunter
NC_003198.1	3577500	3590000	alien_hunter
NC_003198.1	3592500	3602500	alien_hunter
NC_003198.1	3742500	3750000	alien_hunter
NC_003198.1	3770000	3775000	alien_hunter
NC_003198.1	3827500	3837500	alien_hunter
NC_003198.1	3862500	3870000	alien_hunter
NC_003198.1	3892500	3900000	alien_hunter
NC_003198.1	3930000	3942500	alien_hunter
NC_003198.1	3962500	3970000	alien_hunter
NC_003198.1	4010000	4015000	alien_hunter
NC_003198.1	4082500	4090000	alien_hunter
NC_003198.1	4195000	4200000	alien_hunter
NC_003198.1	4232500	4247500	alien_hunter
NC_003198.1	4255000	4265000	alien_hunter
NC_003198.1	4320000	4350000	alien_hunter
NC_003198.1	4402500	4410000	alien_hunter
NC_003198.1	4412500	4475000	alien_hunter
NC_003198.1	4485000	4507500	alien_hunter
NC_003198.1	4510000	4537500	alien_hunter
NC_003198.1	4682500	4707500	alien_hunter
NC_003198.1	4710000	4725000	alien_hunter
NC_003198.1	4740000	4745000	alien_hunter
NC_003198.1	4804037	4809037	alien_hunter
NC_008563.1	15000	20000	alien_hunter
NC_008563.1	122500	135000	alien_hunter
NC_008563.1	155000	162500	alien_hunter
NC_008563.1	245000	260000	alien_hunter
NC_008563.1	262500	272500	alien_hunter
NC_008563.1	292500	317500	alien_hunter
NC_008563.1	322500	330000	alien_hunter
NC_008563.1	337500	352500	alien_hunter
NC_008563.1	407500	412500	alien_hunter
NC_008563.1	570000	575000	alien_hunter
NC_008563.1	727500	732500	alien_hunter
NC_008563.1	922500	955000	alien_hunter
NC_008563.1	1075000	1087500	alien_hunter
NC_008563.1	1182500	1190000	alien_hunter
NC_008563.1	1192500	1217500	alien_hunter
NC_008563.1	1222500	1237500	alien_hunter
NC_008563.1	1332500	1340000	alien_hunter
NC_008563.1	1350000	1365000	alien_hunter
NC_008563.1	1370000	1375000	alien_hunter
NC_008563.1	1457500	1462500	alien_hunter
NC_008563.1	1480000	1490000	alien_hunter
NC_008563.1	1497500	1507500	alien_hunter
NC_008563.1	1510000	1525000	alien_hunter
NC_008563.1	1532500	1540000	alien_hunter
NC_008563.1	1585000	1592500	alien_hunter
NC_008563.1	1625000	1645000	alien_hunter
NC_008563.1	1657500	1667500	alien_hunter
NC_008563.1	2015000	2020000	alien_hunter
NC_008563.1	2040000	2062500	alien_hunter
NC_008563.1	2065000	2072500	alien_hunter
NC_008563.1	2092500	2130000	alien_hunter
NC_008563.1	2137500	2167500	alien_hunter
NC_008563.1	2187500	2202500	alien_hunter
NC_008563.1	2252500	2265000	alien_hunter
NC_008563.1	2272500	2285000	alien_hunter
NC_008563.1	2300000	2307500	alien_hunter
NC_008563.1	2567500	2582500	alien_hunter
NC_008563.1	2600000	2610000	alien_hunter
NC_008563.1	2612500	2627500	alien_hunter
NC_008563.1	2740000	2747500	alien_hunter
NC_008563.1	2880000	2887500	alien_hunter
NC_008563.1	2912500	2930000	alien_hunter
NC_008563.1	2935000	2945000	alien_hunter
NC_008563.1	2950000	2960000	alien_hunter
NC_008563.1	3117500	3135000	alien_hunter
NC_008563.1	3140000	3145000	alien_hunter
NC_008563.1	3150000	3155000	alien_hunter
NC_008563.1	3315000	3327500	alien_hunter
NC_008563.1	3335000	3362500	alien_hunter
NC_008563.1	3367500	3380000	alien_hunter
NC_008563.1	3717500	3722500	alien_hunter
NC_008563.1	3735000	3745000	alien_hunter
NC_008563.1	3760000	3765000	alien_hunter
NC_008563.1	3850000	3860000	alien_hunter
NC_008563.1	3875000	3880000	alien_hunter
NC_008563.1	3892500	3900000	alien_hunter
NC_008563.1	3942500	3947500	alien_hunter
NC_008563.1	3955000	3960000	alien_hunter
NC_008563.1	4065000	4072500	alien_hunter
NC_008563.1	4087500	4100000	alien_hunter
NC_008563.1	4210000	4215000	alien_hunter
NC_008563.1	4235000	4242500	alien_hunter
NC_008563.1	4442500	4447500	alien_hunter
NC_008563.1	4487500	4495000	alien_hunter
NC_008563.1	4497500	4512500	alien_hunter
NC_008563.1	4662500	4670000	alien_hunter
NC_008563.1	4702500	4722500	alien_hunter
NC_008563.1	4742500	4757500	alien_hunter
NC_008563.1	4765000	4770000	alien_hunter
NC_008563.1	4892500	4897500	alien_hunter
NC_008563.1	4910000	4927500	alien_hunter
NC_008563.1	4947500	4955000	alien_hunter
NC_008563.1	5002500	5010000	alien_hunter
NC_008563.1	5017500	5042500	alien_hunter
NC_008563.1	5045000	5050000	alien_hunter
NC_010184.1	5000	17500	alien_hunter
NC_010184.1	25000	37500	alien_hunter
NC_010184.1	80000	100000	alien_hunter
NC_010184.1	107500	142500	alien_hunter
NC_010184.1	147500	160000	alien_hunter
NC_010184.1	242500	255000	alien_hunter
NC_010184.1	260000	285000	alien_hunter
NC_010184.1	287500	315000	alien_hunter
NC_010184.1	320000	327500	alien_hunter
NC_010184.1	432500	440000	alien_hunter
NC_010184.1	512500	525000	alien_hunter
NC_010184.1	725000	737500	alien_hunter
NC_010184.1	865000	870000	alien_hunter
NC_010184.1	897500	902500	alien_hunter
NC_010184.1	912500	920000	alien_hunter
NC_010184.1	925000	932500	alien_hunter
NC_010184.1	950000	955000	alien_hunter
NC_010184.1	975000	980000	alien_hunter
NC_010184.1	1002500	1010000	alien_hunter
NC_010184.1	1022500	1027500	alien_hunter
NC_010184.1	1052500	1062500	alien_hunter
NC_010184.1	1090000	1095000	alien_hunter
NC_010184.1	1117500	1127500	alien_hunter
NC_010184.1	1165000	1170000	alien_hunter
NC_010184.1	1215000	1220000	alien_hunter
NC_010184.1	1232500	1240000	alien_hunter
NC_010184.1	1242500	1260000	alien_hunter
NC_010184.1	1380000	1385000	alien_hunter
NC_010184.1	1552500	1567500	alien_hunter
NC_010184.1	1630000	1640000	alien_hunter
NC_010184.1	1785000	1790000	alien_hunter
NC_010184.1	1820000	1835000	alien_hunter
NC_010184.1	1840000	1852500	alien_hunter
NC_010184.1	2025000	2030000	alien_hunter
NC_010184.1	2317500	2325000	alien_hunter
NC_010184.1	2412500	2420000	alien_hunter
NC_010184.1	2422500	2427500	alien_hunter
NC_010184.1	2455000	2460000	alien_hunter
NC_010184.1	2512500	2520000	alien_hunter
NC_010184.1	2820000	2825000	alien_hunter
NC_010184.1	2987500	2992500	alien_hunter
NC_010184.1	3067500	3072500	alien_hunter
NC_010184.1	3167500	3180000	alien_hunter
NC_010184.1	3185000	3190000	alien_hunter
NC_010184.1	3192500	3197500	alien_hunter
NC_010184.1	3217500	3227500	alien_hunter
NC_010184.1	3292500	3302500	alien_hunter
NC_010184.1	3332500	3337500	alien_hunter
NC_010184.1	3395000	3400000	alien_hunter
NC_010184.1	3442500	3460000	alien_hunter
NC_010184.1	3467500	3480000	alien_hunter
NC_010184.1	3497500	3505000	alien_hunter
NC_010184.1	3510000	3517500	alien_hunter
NC_010184.1	3525000	3532500	alien_hunter
NC_010184.1	3592500	3597500	alien_hunter
NC_010184.1	3640000	3645000	alien_hunter
NC_010184.1	3657500	3665000	alien_hunter
NC_010184.1	3682500	3687500	alien_hunter
NC_010184.1	3697500	3705000	alien_hunter
NC_010184.1	3717500	3725000	alien_hunter
NC_010184.1	3760000	3770000	alien_hunter
NC_010184.1	3842500	3847500	alien_hunter
NC_010184.1	4005000	4010000	alien_hunter
NC_010184.1	4027500	4035000	alien_hunter
NC_010184.1	4040000	4045000	alien_hunter
NC_010184.1	4162500	4170000	alien_hunter
NC_010184.1	4237500	4247500	alien_hunter
NC_010184.1	4260000	4265000	alien_hunter
NC_010184.1	4267500	4272500	alien_hunter
NC_010184.1	4285000	4290000	alien_hunter
NC_010184.1	4350000	4357500	alien_hunter
NC_010184.1	4377500	4382500	alien_hunter
NC_010184.1	4390000	4397500	alien_hunter
NC_010184.1	4405000	4410000	alien_hunter
NC_010184.1	4432500	4440000	alien_hunter
NC_010184.1	4487500	4492500	alien_hunter
NC_010184.1	4507500	4515000	alien_hunter
NC_010184.1	4540000	4547500	alien_hunter
NC_010184.1	4550000	4560000	alien_hunter
NC_010184.1	4580000	4585000	alien_hunter
NC_010184.1	4660000	4665000	alien_hunter
NC_010184.1	4667500	4675000	alien_hunter
NC_010184.1	4690000	4702500	alien_hunter
NC_010184.1	4770000	4777500	alien_hunter
NC_010184.1	4795000	4800000	alien_hunter
NC_010184.1	4882500	4887500	alien_hunter
NC_010184.1	4890000	4897500	alien_hunter
NC_010184.1	4900000	4907500	alien_hunter
NC_010184.1	4917500	4922500	alien_hunter
NC_010184.1	4927500	4932500	alien_hunter
NC_010184.1	4937500	4945000	alien_hunter
NC_010184.1	4977500	4985000	alien_hunter
NC_010184.1	5002500	5010000	alien_hunter
NC_010184.1	5017500	5022500	alien_hunter
NC_010184.1	5025000	5035000	alien_hunter
NC_010184.1	5055000	5067500	alien_hunter
NC_010184.1	5070000	5077500	alien_hunter
NC_010184.1	5090000	5100000	alien_hunter
NC_010184.1	5102500	5110000	alien_hunter
NC_010184.1	5125000	5132500	alien_hunter
NC_008061.1	95000	105000	alien_hunter
NC_008061.1	190000	232500	alien_hunter
NC_008061.1	235000	252500	alien_hunter
NC_008061.1	432500	442500	alien_hunter
NC_008061.1	525000	532500	alien_hunter
