Accession_number	Start	End	Prediction_method
NC_007761	56550	74599	PredictBias
NC_007761	215529	225686	PredictBias
NC_007761	244368	264659	PredictBias
NC_007761	543216	549443	PredictBias
NC_007761	584323	592913	PredictBias
NC_007761	643751	654067	PredictBias
NC_007761	660341	704039	PredictBias
NC_007761	782432	818325	PredictBias
NC_007761	859437	874885	PredictBias
NC_007761	1031417	1088439	PredictBias
NC_007761	1093508	1128889	PredictBias
NC_007761	1142594	1176147	PredictBias
NC_007761	1187477	1201283	PredictBias
NC_007761	1245365	1253305	PredictBias
NC_007761	1330707	1363838	PredictBias
NC_007761	1376663	1390863	PredictBias
NC_007761	1408070	1443063	PredictBias
NC_007761	1511489	1519253	PredictBias
NC_007761	1591110	1601189	PredictBias
NC_007761	1716074	1720030	PredictBias
NC_007761	1745212	1750776	PredictBias
NC_007761	1816659	1820009	PredictBias
NC_007761	1884931	1911739	PredictBias
NC_007761	1939475	1954089	PredictBias
NC_007761	2045880	2110793	PredictBias
NC_007761	2245949	2255696	PredictBias
NC_007761	2278347	2286550	PredictBias
NC_007761	2398265	2405112	PredictBias
NC_007761	2516398	2539018	PredictBias
NC_007761	2555375	2561323	PredictBias
NC_007761	2644647	2651114	PredictBias
NC_007761	2680040	2688787	PredictBias
NC_007761	2723765	2765344	PredictBias
NC_007761	2803413	2822284	PredictBias
NC_007761	2845748	2853520	PredictBias
NC_007761	2880587	2884954	PredictBias
NC_007761	2926284	2932812	PredictBias
NC_007761	2956524	2970242	PredictBias
NC_007761	3039305	3074740	PredictBias
NC_007761	3360450	3401521	PredictBias
NC_007761	3414996	3426376	PredictBias
NC_007761	3505653	3521297	PredictBias
NC_007761	3523326	3532926	PredictBias
NC_007761	3583906	3590620	PredictBias
NC_007761	3766840	3785452	PredictBias
NC_007761	3901073	3910987	PredictBias
NC_007761	3939495	3963736	PredictBias
NC_007761	3977528	3988577	PredictBias
NC_007761	4127084	4143619	PredictBias
NC_007761	4179771	4193746	PredictBias
NC_007761	4310199	4331423	PredictBias
NC_009504	7687	11980	PredictBias
NC_009504	54479	66953	PredictBias
NC_009504	83503	89719	PredictBias
NC_009504	113953	125813	PredictBias
NC_009504	142355	148372	PredictBias
NC_009504	148974	158509	PredictBias
NC_009504	173484	180419	PredictBias
NC_009504	225097	233036	PredictBias
NC_009504	376643	386957	PredictBias
NC_009504	421274	433844	PredictBias
NC_009504	489916	539097	PredictBias
NC_009504	786673	794039	PredictBias
NC_009504	820610	830252	PredictBias
NC_009504	898530	911183	PredictBias
NC_009504	1054136	1061889	PredictBias
NC_009504	1076341	1112573	PredictBias
NC_010410	80658	105849	PredictBias
NC_010410	125657	135375	PredictBias
NC_010410	236490	253985	PredictBias
NC_010410	267247	279145	PredictBias
NC_010410	337637	345262	PredictBias
NC_010410	372789	385461	PredictBias
NC_010410	402409	410469	PredictBias
NC_010410	511760	527867	PredictBias
NC_010410	548541	558808	PredictBias
NC_010410	565274	592523	PredictBias
NC_010410	629965	638347	PredictBias
NC_010410	652971	663312	PredictBias
NC_010410	676638	693006	PredictBias
NC_010410	745839	758207	PredictBias
NC_010410	783908	847403	PredictBias
NC_010410	895714	910644	PredictBias
NC_010410	948254	962279	PredictBias
NC_010410	1076299	1083692	PredictBias
NC_010410	1138182	1147309	PredictBias
NC_010410	1305828	1322721	PredictBias
NC_010410	1378102	1390132	PredictBias
NC_010410	1499635	1506148	PredictBias
NC_010410	1536842	1562702	PredictBias
NC_010410	1576120	1584307	PredictBias
NC_010410	1645491	1669052	PredictBias
NC_010410	1732956	1750928	PredictBias
NC_010410	1757817	1765569	PredictBias
NC_010410	1810591	1831971	PredictBias
NC_010410	1834083	1847960	PredictBias
NC_010410	1865569	1894742	PredictBias
NC_010410	1896480	1909352	PredictBias
NC_010410	1942786	1947139	PredictBias
NC_010410	2017241	2055594	PredictBias
NC_010410	2055607	2064050	PredictBias
NC_010410	2069847	2077801	PredictBias
NC_010410	2102176	2131840	PredictBias
NC_010410	2142385	2152147	PredictBias
NC_010410	2179617	2198562	PredictBias
NC_010410	2198838	2205533	PredictBias
NC_010410	2302898	2319565	PredictBias
NC_010410	2392236	2414728	PredictBias
NC_010410	2445213	2460696	PredictBias
NC_010410	2537176	2545684	PredictBias
NC_010410	2556666	2580593	PredictBias
NC_010410	2585229	2592080	PredictBias
NC_010410	2615812	2632172	PredictBias
NC_010410	2684516	2695758	PredictBias
NC_010410	2721330	2740029	PredictBias
NC_010410	2745171	2774212	PredictBias
NC_010410	2798454	2808514	PredictBias
NC_010410	2863861	2870289	PredictBias
NC_010410	2895676	2950854	PredictBias
NC_010410	2969408	2976452	PredictBias
NC_010410	3031370	3044983	PredictBias
NC_010410	3046583	3054893	PredictBias
NC_010410	3061392	3068906	PredictBias
NC_010410	3121634	3133126	PredictBias
NC_010410	3230836	3257593	PredictBias
NC_010410	3273423	3280429	PredictBias
NC_010410	3280760	3298995	PredictBias
NC_010410	3386637	3395719	PredictBias
NC_010410	3491604	3508148	PredictBias
NC_010410	3526584	3550166	PredictBias
NC_010410	3551248	3559929	PredictBias
NC_010410	3602840	3691436	PredictBias
NC_010410	3741764	3752949	PredictBias
NC_010410	3755349	3764123	PredictBias
NC_010410	3776246	3805504	PredictBias
NC_010410	3842808	3878523	PredictBias
NC_010410	3891677	3905317	PredictBias
NC_004431	10716	20615	PredictBias
NC_004431	61489	78862	PredictBias
NC_004431	124421	136027	PredictBias
NC_004431	245650	346938	PredictBias
NC_004431	368856	423952	PredictBias
NC_004431	481024	493250	PredictBias
NC_004431	531353	542169	PredictBias
NC_004431	550632	569055	PredictBias
NC_004431	628200	645353	PredictBias
NC_004431	664559	671370	PredictBias
NC_004431	845120	854855	PredictBias
NC_004431	881069	896221	PredictBias
NC_004431	901621	908853	PredictBias
NC_004431	957135	962411	PredictBias
NC_004431	1116550	1249225	PredictBias
NC_004431	1276078	1287867	PredictBias
NC_004431	1323747	1381490	PredictBias
NC_004431	1512584	1518148	PredictBias
NC_004431	1589049	1605148	PredictBias
NC_004431	1608943	1612063	PredictBias
NC_004431	1631551	1649536	PredictBias
NC_004431	1748790	1778860	PredictBias
NC_004431	1792932	1814622	PredictBias
NC_004431	1925040	1931410	PredictBias
NC_004431	1989359	2036819	PredictBias
NC_004431	2117876	2126592	PredictBias
NC_004431	2151497	2346125	PredictBias
NC_004431	2358550	2366252	PredictBias
NC_004431	2377268	2412056	PredictBias
NC_004431	2435002	2481582	PredictBias
NC_004431	2515625	2522080	PredictBias
NC_004431	2574913	2578831	PredictBias
NC_004431	2598589	2610104	PredictBias
NC_004431	2657290	2682670	PredictBias
NC_004431	2742610	2775642	PredictBias
NC_004431	2816727	2844263	PredictBias
NC_004431	3088855	3097329	PredictBias
NC_004431	3109831	3131127	PredictBias
NC_004431	3144751	3152728	PredictBias
NC_004431	3170322	3179083	PredictBias
NC_004431	3220785	3252383	PredictBias
NC_004431	3269761	3275755	PredictBias
NC_004431	3364071	3371341	PredictBias
NC_004431	3413218	3421970	PredictBias
NC_004431	3429593	3436895	PredictBias
NC_004431	3456362	3470471	PredictBias
NC_004431	3621354	3629552	PredictBias
NC_004431	3688435	3706445	PredictBias
NC_004431	3730647	3749647	PredictBias
NC_004431	3776873	3799651	PredictBias
NC_004431	3804224	3812605	PredictBias
NC_004431	3822074	3829105	PredictBias
NC_004431	3843039	3849905	PredictBias
NC_004431	3886957	3904902	PredictBias
NC_004431	3907106	3916747	PredictBias
NC_004431	3988122	3998030	PredictBias
NC_004431	4023585	4030820	PredictBias
NC_004431	4039521	4062559	PredictBias
NC_004431	4063552	4071541	PredictBias
NC_004431	4074820	4084939	PredictBias
NC_004431	4180279	4236140	PredictBias
NC_004431	4319152	4342875	PredictBias
NC_004431	4345343	4360758	PredictBias
NC_004431	4397009	4404829	PredictBias
NC_004431	4411518	4421436	PredictBias
NC_004431	4497281	4506561	PredictBias
NC_004431	4549406	4587529	PredictBias
NC_004431	4639117	4654611	PredictBias
NC_004431	4733127	4745310	PredictBias
NC_004431	4813686	4827601	PredictBias
NC_004431	4871260	4881462	PredictBias
NC_004431	4883409	4892486	PredictBias
NC_004431	4940831	4948133	PredictBias
NC_004431	5029461	5034625	PredictBias
NC_004431	5115627	5180380	PredictBias
NC_004431	5191076	5198244	PredictBias
NC_004431	5223573	5230082	PredictBias
NC_010159	104856	110950	PredictBias
NC_010159	126967	153490	PredictBias
NC_010159	208800	244146	PredictBias
NC_010159	245321	275205	PredictBias
NC_010159	327725	332712	PredictBias
NC_010159	430271	453399	PredictBias
NC_010159	500107	524683	PredictBias
NC_010159	664695	702633	PredictBias
NC_010159	735979	792299	PredictBias
NC_010159	861762	869403	PredictBias
NC_010159	1014817	1037178	PredictBias
NC_010159	1049290	1120057	PredictBias
NC_010159	1287706	1313314	PredictBias
NC_010159	1322728	1333718	PredictBias
NC_010159	1400107	1427557	PredictBias
NC_010159	1450872	1454932	PredictBias
NC_010159	1472290	1482184	PredictBias
NC_010159	1521101	1528278	PredictBias
NC_010159	1630307	1635310	PredictBias
NC_010159	1697507	1738059	PredictBias
NC_010159	1761472	1769116	PredictBias
NC_010159	1786045	1828418	PredictBias
NC_010159	1841007	1848044	PredictBias
NC_010159	1861465	1877173	PredictBias
NC_010159	1922899	1960618	PredictBias
NC_010159	2014340	2026835	PredictBias
NC_010159	2081872	2114913	PredictBias
NC_010159	2132568	2203762	PredictBias
NC_010159	2247948	2301177	PredictBias
NC_010159	2315107	2324272	PredictBias
NC_010159	2434663	2446557	PredictBias
NC_010159	2547586	2566940	PredictBias
NC_010159	2654533	2662237	PredictBias
NC_010159	2727817	2756914	PredictBias
NC_010159	2762959	2770009	PredictBias
NC_010159	2791253	2802316	PredictBias
NC_010159	2815868	2841408	PredictBias
NC_010159	2867732	2897406	PredictBias
NC_010159	2925407	2935985	PredictBias
NC_010159	2956807	2962713	PredictBias
NC_010159	3021585	3030766	PredictBias
NC_010159	3031106	3074957	PredictBias
NC_010159	3120642	3132307	PredictBias
NC_010159	3224874	3235039	PredictBias
NC_010159	3271267	3289358	PredictBias
NC_010159	3322470	3337927	PredictBias
NC_010159	3453453	3476857	PredictBias
NC_010159	3489705	3499597	PredictBias
NC_010159	3525905	3550413	PredictBias
NC_010159	3609578	3621392	PredictBias
NC_010159	3646709	3682250	PredictBias
NC_010159	3716989	3726755	PredictBias
NC_010159	3759107	3810755	PredictBias
NC_010159	3822307	3827672	PredictBias
NC_010159	3877073	3885123	PredictBias
NC_010159	4058738	4072368	PredictBias
NC_010159	4091579	4102938	PredictBias
NC_010159	4127454	4137943	PredictBias
NC_010159	4153667	4189386	PredictBias
NC_010159	4192772	4204704	PredictBias
NC_010159	4274987	4286769	PredictBias
NC_010159	4360723	4396213	PredictBias
NC_010159	4411939	4420609	PredictBias
NC_007146	41258	56050	PredictBias
NC_007146	90633	107577	PredictBias
NC_007146	117459	145404	PredictBias
NC_007146	210051	218688	PredictBias
NC_007146	235756	267214	PredictBias
NC_007146	401396	406544	PredictBias
NC_007146	445026	452074	PredictBias
NC_007146	467195	477869	PredictBias
NC_007146	497036	507537	PredictBias
NC_007146	566668	576623	PredictBias
NC_007146	594463	606380	PredictBias
NC_007146	625686	635457	PredictBias
NC_007146	664313	670088	PredictBias
NC_007146	798239	803243	PredictBias
NC_007146	817782	824757	PredictBias
NC_007146	952546	958071	PredictBias
NC_007146	1006023	1016507	PredictBias
NC_007146	1020197	1027028	PredictBias
NC_007146	1105200	1127785	PredictBias
NC_007146	1203129	1221237	PredictBias
NC_007146	1385093	1447051	PredictBias
NC_007146	1573908	1584027	PredictBias
NC_007146	1615485	1634010	PredictBias
NC_007146	1681032	1699959	PredictBias
NC_007146	1708426	1721829	PredictBias
NC_007146	1788205	1793585	PredictBias
NC_007146	1853340	1860784	PredictBias
NC_008321	61944	85299	PredictBias
NC_008321	100404	122083	PredictBias
NC_008321	176740	184763	PredictBias
NC_008321	200848	242578	PredictBias
NC_008321	265526	280592	PredictBias
NC_008321	345636	368153	PredictBias
NC_008321	383969	394772	PredictBias
NC_008321	408519	431190	PredictBias
NC_008321	461271	533759	PredictBias
NC_008321	585638	607982	PredictBias
NC_008321	627149	634776	PredictBias
NC_008321	688666	696256	PredictBias
NC_008321	727685	751478	PredictBias
NC_008321	758731	767583	PredictBias
NC_008321	800343	812727	PredictBias
NC_008321	822011	836153	PredictBias
NC_008321	842865	851549	PredictBias
NC_008321	916368	927059	PredictBias
NC_008321	975171	1008354	PredictBias
NC_008321	1078856	1098573	PredictBias
NC_008321	1182612	1209973	PredictBias
NC_008321	1254057	1272609	PredictBias
NC_008321	1353744	1364152	PredictBias
NC_008321	1367338	1380171	PredictBias
NC_008321	1423515	1448283	PredictBias
NC_008321	1450124	1458631	PredictBias
NC_008321	1461565	1482223	PredictBias
NC_008321	1484727	1511879	PredictBias
NC_008321	1513243	1555103	PredictBias
NC_008321	1629440	1647673	PredictBias
NC_008321	1682105	1692464	PredictBias
NC_008321	1768154	1778884	PredictBias
NC_008321	1862870	1884164	PredictBias
NC_008321	1918136	1944440	PredictBias
NC_008321	1996459	2045251	PredictBias
NC_008321	2063220	2069173	PredictBias
NC_008321	2116842	2136277	PredictBias
NC_008321	2190017	2198305	PredictBias
NC_008321	2261738	2304518	PredictBias
NC_008321	2306620	2334510	PredictBias
NC_008321	2462939	2467899	PredictBias
NC_008321	2487203	2507361	PredictBias
NC_008321	2514443	2525178	PredictBias
NC_008321	2555134	2579909	PredictBias
NC_008321	2630220	2641646	PredictBias
NC_008321	2650105	2681614	PredictBias
NC_008321	2715735	2721480	PredictBias
NC_008321	2733885	2751970	PredictBias
NC_008321	2769087	2780994	PredictBias
NC_008321	2782730	2789560	PredictBias
NC_008321	2860571	2870335	PredictBias
NC_008321	2906983	2934072	PredictBias
NC_008321	2955321	2970710	PredictBias
NC_008321	2975853	2988620	PredictBias
NC_008321	3000758	3013808	PredictBias
NC_008321	3056760	3089988	PredictBias
NC_008321	3113129	3125554	PredictBias
NC_008321	3166519	3202426	PredictBias
NC_008321	3229867	3234272	PredictBias
NC_008321	3317828	3331735	PredictBias
NC_008321	3351018	3364457	PredictBias
NC_008321	3498728	3528473	PredictBias
NC_008321	3536259	3548868	PredictBias
NC_008321	3601968	3621406	PredictBias
NC_008321	3651410	3657048	PredictBias
NC_008321	3724464	3764754	PredictBias
NC_008321	3818438	3852170	PredictBias
NC_008321	3902971	3933627	PredictBias
NC_008321	3983254	3989455	PredictBias
NC_008321	4034704	4051807	PredictBias
NC_008321	4059955	4071111	PredictBias
NC_008321	4106357	4119455	PredictBias
NC_008321	4153434	4171560	PredictBias
NC_008321	4203217	4223545	PredictBias
NC_008321	4245817	4273464	PredictBias
NC_008321	4356704	4371701	PredictBias
NC_008321	4410222	4419229	PredictBias
NC_008321	4441367	4449494	PredictBias
NC_008321	4493206	4511709	PredictBias
NC_008321	4527753	4534999	PredictBias
NC_008321	4636418	4643551	PredictBias
NC_008321	4681040	4692735	PredictBias
NC_009512	15404	27786	PredictBias
NC_009512	58189	66875	PredictBias
NC_009512	147729	155465	PredictBias
NC_009512	165885	174720	PredictBias
NC_009512	195497	234286	PredictBias
NC_009512	245881	255800	PredictBias
NC_009512	359017	372073	PredictBias
NC_009512	382083	403458	PredictBias
NC_009512	407884	417798	PredictBias
NC_009512	472370	496123	PredictBias
NC_009512	581214	589907	PredictBias
NC_009512	632638	642032	PredictBias
NC_009512	692749	705354	PredictBias
NC_009512	754973	770674	PredictBias
NC_009512	803729	830303	PredictBias
NC_009512	889584	896465	PredictBias
NC_009512	898527	910015	PredictBias
NC_009512	922315	958292	PredictBias
NC_009512	990958	1002806	PredictBias
NC_009512	1029482	1038496	PredictBias
NC_009512	1218017	1231151	PredictBias
NC_009512	1300885	1314352	PredictBias
NC_009512	1374393	1381389	PredictBias
NC_009512	1405217	1415995	PredictBias
NC_009512	1522357	1553121	PredictBias
NC_009512	1575261	1578546	PredictBias
NC_009512	1642425	1662609	PredictBias
NC_009512	1667659	1675910	PredictBias
NC_009512	1678868	1727412	PredictBias
NC_009512	1759100	1765872	PredictBias
NC_009512	1793605	1829828	PredictBias
NC_009512	1858146	1910474	PredictBias
NC_009512	2110673	2130688	PredictBias
NC_009512	2193157	2203124	PredictBias
NC_009512	2241317	2256419	PredictBias
NC_009512	2262168	2278946	PredictBias
NC_009512	2289363	2309508	PredictBias
NC_009512	2372055	2378390	PredictBias
NC_009512	2432761	2441892	PredictBias
NC_009512	2478051	2487894	PredictBias
NC_009512	2528562	2539495	PredictBias
NC_009512	2559590	2583249	PredictBias
NC_009512	2633044	2639611	PredictBias
NC_009512	2657491	2675844	PredictBias
NC_009512	2680979	2688391	PredictBias
NC_009512	2739655	2799785	PredictBias
NC_009512	2852967	2867832	PredictBias
NC_009512	2959484	2993624	PredictBias
NC_009512	3034223	3061657	PredictBias
NC_009512	3067238	3082467	PredictBias
NC_009512	3116045	3134041	PredictBias
NC_009512	3183488	3194288	PredictBias
NC_009512	3206014	3302384	PredictBias
NC_009512	3309224	3362674	PredictBias
NC_009512	3370929	3393594	PredictBias
NC_009512	3473495	3505254	PredictBias
NC_009512	3598526	3606642	PredictBias
NC_009512	3618055	3640323	PredictBias
NC_009512	3670981	3676937	PredictBias
NC_009512	3688209	3704625	PredictBias
NC_009512	3749910	3759348	PredictBias
NC_009512	3776926	3827724	PredictBias
NC_009512	3852964	3876475	PredictBias
NC_009512	3920533	3931164	PredictBias
NC_009512	4013271	4021058	PredictBias
NC_009512	4076726	4082266	PredictBias
NC_009512	4108311	4120408	PredictBias
NC_009512	4150605	4164749	PredictBias
NC_009512	4183965	4190453	PredictBias
NC_009512	4193086	4214955	PredictBias
NC_009512	4239173	4249770	PredictBias
NC_009512	4265650	4306386	PredictBias
NC_009512	4372219	4448106	PredictBias
NC_009512	4513626	4521959	PredictBias
NC_009512	4536759	4545334	PredictBias
NC_009512	4550605	4563554	PredictBias
NC_009512	4576221	4587543	PredictBias
NC_009512	4659389	4682250	PredictBias
NC_009512	4726682	4734757	PredictBias
NC_009512	4843396	4853348	PredictBias
NC_009512	4916868	4927639	PredictBias
NC_009512	4975676	4983461	PredictBias
NC_009512	5026620	5036205	PredictBias
NC_009512	5077136	5092979	PredictBias
NC_009512	5157092	5181944	PredictBias
NC_009512	5194578	5211986	PredictBias
NC_009512	5270067	5278464	PredictBias
NC_009512	5315346	5326013	PredictBias
NC_009512	5452524	5463103	PredictBias
NC_009512	5623261	5674157	PredictBias
NC_009512	5782150	5806673	PredictBias
NC_009512	5869361	5874968	PredictBias
NC_009512	5931463	5936309	PredictBias
NC_009708	138317	148806	PredictBias
NC_009708	187900	194961	PredictBias
NC_009708	224911	237765	PredictBias
NC_009708	337760	358505	PredictBias
NC_009708	482047	494124	PredictBias
NC_009708	582736	648402	PredictBias
NC_009708	692508	799779	PredictBias
NC_009708	832963	969856	PredictBias
NC_009708	990151	1004446	PredictBias
NC_009708	1036479	1049055	PredictBias
NC_009708	1069561	1089838	PredictBias
NC_009708	1131522	1159630	PredictBias
NC_009708	1260643	1272278	PredictBias
NC_009708	1279798	1318344	PredictBias
NC_009708	1328642	1334007	PredictBias
NC_009708	1372132	1440415	PredictBias
NC_009708	1467040	1483296	PredictBias
